"release","id","rg","ctr_n","ctr","yr","mn","sub","cst_n","cst","mag","pty_n","pty","can","pev1","vot1","vv1","ivv1","to1","cv1","cvs1","pv1","pvs1","pev2","vot2","vv2","ivv2","to2","cv2","cvs2","pv2","pvs2","seat"
11,1778,"Africa","Zambia",894,2016,8,"CENTRAL","BWACHA",3,1,"Forum for Democracy and Development",7,"CHILESHE Webster",46642,24524,23915,609,0.525792204450924,686,0.0286849257787999,686,0.0286849257787999,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","BWANA MKUBWA",4,1,"Forum for Democracy and Development",7,"TSENZI Deborah",54673,28940,28243,697,0.529328919210579,506,0.0179159437736784,506,0.0179159437736784,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","BWANA MKUBWA",4,1,"United Party for National Development",29,"SIKALUBYA Bryan P",54673,28940,28243,697,0.529328919210579,7778,0.275395673264172,7778,0.275395673264172,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","BWANA MKUBWA",4,1,"Patriotic Front",23,"CHANDA Jonas K",54673,28940,28243,697,0.529328919210579,19478,0.689657614276104,19478,0.689657614276104,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","BWANA MKUBWA",4,1,"Rainbow Party",46,"KANGWA Richard ON",54673,28940,28243,697,0.529328919210579,481,0.0170307686860461,481,0.0170307686860461,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"SOUTHERN","BWEENGWA",5,1,"United Party for National Development",29,"MICHELO Kasauta S",28581,21728,21458,270,0.760225324516287,20548,0.957591574238046,20548,0.957591574238046,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"SOUTHERN","BWEENGWA",5,1,"Patriotic Front",23,"MWEEMPWA Jocelyn CM",28581,21728,21458,270,0.760225324516287,910,0.0424084257619536,910,0.0424084257619536,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHADIZA",6,1,"Patriotic Front",23,"TEMBO Salatiel",39007,21878,20864,1014,0.560873689337811,10136,0.485812883435583,10136,0.485812883435583,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHADIZA",6,1,"Movement for Multi-Party Democracy",11,"MBEWE Allan",39007,21878,20864,1014,0.560873689337811,4726,0.226514570552147,4726,0.226514570552147,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHADIZA",6,1,"Independent",6005,"BANDA Ziwani",39007,21878,20864,1014,0.560873689337811,725,0.0347488496932515,725,0.0347488496932515,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHADIZA",6,1,"Forum for Democracy and Development",7,"DAKA Asarf",39007,21878,20864,1014,0.560873689337811,316,0.0151457055214724,316,0.0151457055214724,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHADIZA",6,1,"Independent",6083,"PHIRI Yamikani N",39007,21878,20864,1014,0.560873689337811,1637,0.0784605061349693,1637,0.0784605061349693,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHADIZA",6,1,"United Party for National Development",29,"THOLE Samson",39007,21878,20864,1014,0.560873689337811,3324,0.159317484662577,3324,0.159317484662577,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA NORTH",7,1,"Patriotic Front",23,"MUMBA Darious",28802,17092,16636,456,0.593431011735296,13100,0.787448905987016,13100,0.787448905987016,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA NORTH",7,1,"United Party for National Development",29,"CHILEMBO Todd S",28802,17092,16636,456,0.593431011735296,2129,0.127975474873768,2129,0.127975474873768,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA NORTH",7,1,"Forum for Democracy and Development",7,"MTAYACHALO Yotam",28802,17092,16636,456,0.593431011735296,1126,0.0676845395527771,1126,0.0676845395527771,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA NORTH",7,1,"United Democratic Front",48,"KALUBA Glory",28802,17092,16636,456,0.593431011735296,281,0.016891079586439,281,0.016891079586439,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA SOUTH",8,1,"Movement for Multi-Party Democracy",11,"CHIBANGA Julius H.M",24048,14449,13863,586,0.60083998669328,967,0.0697540214960687,967,0.0697540214960687,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA SOUTH",8,1,"Independent",6077,"NKHOWANI Elizabeth L P",24048,14449,13863,586,0.60083998669328,119,0.00858400057707567,119,0.00858400057707567,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA SOUTH",8,1,"United Party for National Development",29,"NKHOWANI Abiad Z",24048,14449,13863,586,0.60083998669328,783,0.0564812811079853,783,0.0564812811079853,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA SOUTH",8,1,"Independent",6063,"MVULA Elijah D",24048,14449,13863,586,0.60083998669328,2711,0.195556517348337,2711,0.195556517348337,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA SOUTH",8,1,"Forum for Democracy and Development",7,"NG'UNI Allan",24048,14449,13863,586,0.60083998669328,297,0.0214239342133737,297,0.0214239342133737,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA SOUTH",8,1,"Patriotic Front",23,"MUNG'ANDU Davison",24048,14449,13863,586,0.60083998669328,8700,0.627569790088725,8700,0.627569790088725,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHAMA SOUTH",8,1,"United Democratic Front",48,"GOMA Patrick K",24048,14449,13863,586,0.60083998669328,286,0.020630455168434,286,0.020630455168434,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHASEFU",9,1,"Forum for Democracy and Development",7,"BANDA Chifumu KB",49188,22658,22011,647,0.460640806700821,4127,0.187497160510654,4127,0.187497160510654,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHASEFU",9,1,"Patriotic Front",23,"ZIMBA Gerald G",49188,22658,22011,647,0.460640806700821,14801,0.672436509018218,14801,0.672436509018218,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHASEFU",9,1,"United Party for National Development",29,"MSIMUKO Japhet",49188,22658,22011,647,0.460640806700821,1795,0.0815501340238971,1795,0.0815501340238971,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"EASTERN","CHASEFU",9,1,"Movement for Multi-Party Democracy",11,"NGWENYA Davies LC",49188,22658,22011,647,0.460640806700821,1288,0.0585161964472309,1288,0.0585161964472309,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTH-WESTERN","CHAVUMA",10,1,"Patriotic Front",23,"SALUKATULA Rose",21004,13810,13551,259,0.657493810702723,1712,0.126337539664969,1712,0.126337539664969,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTH-WESTERN","CHAVUMA",10,1,"Independent",6092,"SONDOYI Martin L",21004,13810,13551,259,0.657493810702723,1206,0.0889971219836174,1206,0.0889971219836174,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTH-WESTERN","CHAVUMA",10,1,"Forum for Democracy and Development",7,"CHITANDA Nichoulas",21004,13810,13551,259,0.657493810702723,74,0.00546085159766807,74,0.00546085159766807,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTH-WESTERN","CHAVUMA",10,1,"Independent",6017,"FWOLOSHI Fredrick",21004,13810,13551,259,0.657493810702723,4472,0.330012545199616,4472,0.330012545199616,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTH-WESTERN","CHAVUMA",10,1,"United Party for National Development",29,"LUMAYI Victor",21004,13810,13551,259,0.657493810702723,5735,0.423215998819275,5735,0.423215998819275,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"NORTH-WESTERN","CHAVUMA",10,1,"Independent",6076,"NJAPAU Grace",21004,13810,13551,259,0.657493810702723,352,0.0259759427348535,352,0.0259759427348535,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHAWAMA",11,1,"United National Independence Party",28,"KALUBA Bywel M",97608,55318,54315,1003,0.566736333087452,439,0.00808248181901869,439,0.00808248181901869,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHAWAMA",11,1,"Forum for Democracy and Development",7,"MUUNDA Morgan",97608,55318,54315,1003,0.566736333087452,1628,0.0299733038755408,1628,0.0299733038755408,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHAWAMA",11,1,"United Party for National Development",29,"TEMBO Potipher",97608,55318,54315,1003,0.566736333087452,16090,0.296234925895241,16090,0.296234925895241,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHAWAMA",11,1,"Patriotic Front",23,"SICHALWE Lawrence J",97608,55318,54315,1003,0.566736333087452,36158,0.6657092884102,36158,0.6657092884102,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHEMBE",12,1,"United Party for National Development",29,"KAISALA Charles M",14166,5993,5749,244,0.423055202597769,628,0.109236388937206,628,0.109236388937206,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHEMBE",12,1,"Patriotic Front",23,"KOPULANDE Sebastian C",14166,5993,5749,244,0.423055202597769,2909,0.506001043659767,2909,0.506001043659767,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHEMBE",12,1,"Independent",6093,"SONGWE Mathews B",14166,5993,5749,244,0.423055202597769,2212,0.384762567403027,2212,0.384762567403027,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIENGE",13,1,"Patriotic Front",23,"MUSONDA Abel",56559,20431,19616,815,0.361233402287876,7676,0.3913132137031,7676,0.3913132137031,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIENGE",13,1,"Independent",6024,"KAFWANKA Latham Paul C",56559,20431,19616,815,0.361233402287876,898,0.045778955954323,898,0.045778955954323,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIENGE",13,1,"United Party for National Development",29,"CHANSA Allan M",56559,20431,19616,815,0.361233402287876,1785,0.090997145187602,1785,0.090997145187602,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIENGE",13,1,"Independent",6029,"KALYANGO Albert C",56559,20431,19616,815,0.361233402287876,938,0.0478181076672104,938,0.0478181076672104,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIENGE",13,1,"Forum for Democracy and Development",7,"KATUTA Given",56559,20431,19616,815,0.361233402287876,8319,0.424092577487765,8319,0.424092577487765,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHIFUBU",14,1,"Patriotic Front",23,"NGAMBI Frank",51824,29367,28893,474,0.566667953071936,17266,0.597584189942201,17266,0.597584189942201,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHIFUBU",14,1,"Forum for Democracy and Development",7,"KAONA Aaron C",51824,29367,28893,474,0.566667953071936,189,0.00654137680407019,189,0.00654137680407019,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHIFUBU",14,1,"United Party for National Development",29,"LUBOZHA Lloyd",51824,29367,28893,474,0.566667953071936,11438,0.395874433253729,11438,0.395874433253729,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIFUNABULI",15,1,"Independent",6078,"NKONGE Justine N",39429,21863,21064,799,0.554490349742575,7559,0.358858716293202,7559,0.358858716293202,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIFUNABULI",15,1,"Patriotic Front",23,"MECHA Ponde C.",39429,21863,21064,799,0.554490349742575,11218,0.532567413596658,11218,0.532567413596658,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIFUNABULI",15,1,"United Party for National Development",29,"MPONDA Justus",39429,21863,21064,799,0.554490349742575,1896,0.0900113938473224,1896,0.0900113938473224,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUAPULA","CHIFUNABULI",15,1,"Forum for Democracy and Development",7,"MUCHENGWA Chabu",39429,21863,21064,799,0.554490349742575,391,0.0185624762628181,391,0.0185624762628181,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"SOUTHERN","CHIKANKATA",16,1,"United Party for National Development",29,"MWIINGA Kabwe C",37601,26389,25849,540,0.7018164410521,21308,0.824325892684437,21308,0.824325892684437,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"SOUTHERN","CHIKANKATA",16,1,"Rainbow Party",46,"MWEEMBA Hecarol N",37601,26389,25849,540,0.7018164410521,3168,0.122557932608612,3168,0.122557932608612,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"SOUTHERN","CHIKANKATA",16,1,"Patriotic Front",23,"HAKACHIMA Kavumbu",37601,26389,25849,540,0.7018164410521,1250,0.0483577701265039,1250,0.0483577701265039,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"SOUTHERN","CHIKANKATA",16,1,"Forum for Democracy and Development",7,"ZIMBA Andrew",37601,26389,25849,540,0.7018164410521,123,0.00475840458044799,123,0.00475840458044799,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHILANGA",17,1,"Patriotic Front",23,"MOONO Cosmas",49614,27417,26685,732,0.552606119240537,10731,0.402136031478359,10731,0.402136031478359,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHILANGA",17,1,"Forum for Democracy and Development",7,"JEMPA Morris",49614,27417,26685,732,0.552606119240537,378,0.0141652613827993,378,0.0141652613827993,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHILANGA",17,1,"United National Independence Party",28,"HAMUSOKOLA Nkumbula",49614,27417,26685,732,0.552606119240537,253,0.00948098182499532,253,0.00948098182499532,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHILANGA",17,1,"United Party for National Development",29,"MUKATA Keith A",49614,27417,26685,732,0.552606119240537,14804,0.554768596589844,14804,0.554768596589844,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"LUSAKA","CHILANGA",17,1,"Independent",6055,"MULEYA George CC",49614,27417,26685,732,0.552606119240537,519,0.0194491287240023,519,0.0194491287240023,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHILILABOMBWE",18,1,"United Party for National Development",29,"NG'ANDU Trudy S",51451,27880,27402,478,0.541874793492838,10151,0.370447412597621,10151,0.370447412597621,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHILILABOMBWE",18,1,"Rainbow Party",46,"MWELWA Moses",51451,27880,27402,478,0.541874793492838,941,0.0343405590832786,941,0.0343405590832786,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHILILABOMBWE",18,1,"Patriotic Front",23,"MUSUKWA Richard",51451,27880,27402,478,0.541874793492838,16310,0.595212028319101,16310,0.595212028319101,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHILUBI",19,1,"Independent",6012,"CHISALA Obius C",46677,25192,24531,661,0.53970906442145,3217,0.131140189963719,3217,0.131140189963719,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHILUBI",19,1,"Forum for Democracy and Development",7,"CHISUPA Chola J",46677,25192,24531,661,0.53970906442145,1043,0.0425176307529249,1043,0.0425176307529249,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHILUBI",19,1,"United Party for National Development",29,"LUKAKI Joseph",46677,25192,24531,661,0.53970906442145,1243,0.0506705800823448,1243,0.0506705800823448,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHILUBI",19,1,"Independent",6009,"CHELE Stanislaus",46677,25192,24531,661,0.53970906442145,5387,0.219599690187925,5387,0.219599690187925,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHILUBI",19,1,"Independent",6081,"PEPALA Mary",46677,25192,24531,661,0.53970906442145,229,0.00933512698218581,229,0.00933512698218581,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHILUBI",19,1,"Patriotic Front",23,"FUNDANGA Rosaria C",46677,25192,24531,661,0.53970906442145,13412,0.5467367820309,13412,0.5467367820309,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHIMBAMILONGA",20,1,"Independent",6099,"ZIMBA Martin",26993,15839,15513,326,0.586781758233616,355,0.0228840327467285,355,0.0228840327467285,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHIMBAMILONGA",20,1,"Forum for Democracy and Development",7,"KABUTA Gilbert C",26993,15839,15513,326,0.586781758233616,625,0.0402887900470573,625,0.0402887900470573,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHIMBAMILONGA",20,1,"Patriotic Front",23,"CHANSA Hastings",26993,15839,15513,326,0.586781758233616,9703,0.625475407722555,9703,0.625475407722555,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"NORTHERN","CHIMBAMILONGA",20,1,"United Party for National Development",29,"SIKAZWE Brian",26993,15839,15513,326,0.586781758233616,4830,0.311351769483659,4830,0.311351769483659,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHIMWEMWE",21,1,"United Party for National Development",29,"MANENGA Ronald",58325,32295,31420,875,0.553707672524646,7143,0.227339274347549,7143,0.227339274347549,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHIMWEMWE",21,1,"Patriotic Front",23,"MWENYA Musenge L",58325,32295,31420,875,0.553707672524646,9111,0.289974538510503,9111,0.289974538510503,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHIMWEMWE",21,1,"Rainbow Party",46,"NKONDE Ignatius",58325,32295,31420,875,0.553707672524646,237,0.00754296626352642,237,0.00754296626352642,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHIMWEMWE",21,1,"Forum for Democracy and Development",7,"MWANSA Edward",58325,32295,31420,875,0.553707672524646,234,0.00744748567791216,234,0.00744748567791216,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHIMWEMWE",21,1,"Independent",6069,"MWILA Elias M",58325,32295,31420,875,0.553707672524646,14695,0.467695735200509,14695,0.467695735200509,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHINGOLA",22,1,"National Restoration Party",38,"MULENGA Chipoka",69165,36938,36101,837,0.534056242319092,3458,0.0957868203096867,3458,0.0957868203096867,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHINGOLA",22,1,"Forum for Democracy and Development",7,"CHIPEMBA Reuben",69165,36938,36101,837,0.534056242319092,546,0.01512423478574,546,0.01512423478574,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHINGOLA",22,1,"Rainbow Party",46,"MULONGOTI Mcdonald",69165,36938,36101,837,0.534056242319092,1565,0.0433505997063793,1565,0.0433505997063793,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHINGOLA",22,1,"United Party for National Development",29,"CHISHIKA Donald",69165,36938,36101,837,0.534056242319092,13214,0.366028641865876,13214,0.366028641865876,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"COPPERBELT","CHINGOLA",22,1,"Patriotic Front",23,"NKHUWA Matthew",69165,36938,36101,837,0.534056242319092,17318,0.479709703332318,17318,0.479709703332318,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHINSALI",23,1,"Forum for Democracy and Development",7,"NG'ANDU Bwlaya",44597,26344,25659,685,0.590712379756486,416,0.016212634942905,416,0.016212634942905,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHINSALI",23,1,"United Party for National Development",29,"KABOMBO Beddah",44597,26344,25659,685,0.590712379756486,1267,0.0493783857515881,1267,0.0493783857515881,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHINSALI",23,1,"Rainbow Party",46,"KALULU Kapasa A",44597,26344,25659,685,0.590712379756486,2101,0.0818816009977006,2101,0.0818816009977006,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHINSALI",23,1,"United National Independence Party",28,"KAMPAMBA Henry",44597,26344,25659,685,0.590712379756486,453,0.0176546241084999,453,0.0176546241084999,-990,-990,-990,-990,-990,-990,-990,-990,-990,0
11,1778,"Africa","Zambia",894,2016,8,"MUCHINGA","CHINSALI",23,1,"Patriotic Front",23,"MUKOSA Kalalwe",44597,26344,25659,685,0.590712379756486,21422,0.834872754199306,21422,0.834872754199306,-990,-990,-990,-990,-990,-990,-990,-990,-990,1
