"","release","id","rg","ctr_n","ctr","yr","mn","sub","cst_n","cst","mag","pty_n","pty","can","pev1","vot1","vv1","ivv1","to1","cv1","cvs1","pv1","pvs1","pev2","vot2","vv2","ivv2","to2","cv2","cvs2","pv2","pvs2","seat"
"49",1,20,"Africa","Cameroon",120,1997,5,"-990","haut-nyong",15,-990,"Front Social-Démocratique",11,"-990",55871,-990,47580,-990,-990,-990,-990,4382,0.0920975208282471,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"50",1,20,"Africa","Cameroon",120,1997,5,"-990","haut-nyong",15,-990,"union nationale pour la démocratie et le progrès",17,"-990",55871,-990,47580,-990,-990,-990,-990,4339,0.0911937803030014,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"51",1,20,"Africa","Cameroon",120,1997,5,"-990","hauts-plateaux",16,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",28477,-990,22583,-990,-990,-990,-990,6305,0.279192298650742,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"52",1,20,"Africa","Cameroon",120,1997,5,"-990","hauts-plateaux",16,-990,"others",4000,"-990",28477,-990,22583,-990,-990,-990,-990,4363,0.193198427557945,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"53",1,20,"Africa","Cameroon",120,1997,5,"-990","hauts-plateaux",16,-990,"Front Social-Démocratique",11,"-990",28477,-990,22583,-990,-990,-990,-990,11914,0.527565002441406,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"54",1,20,"Africa","Cameroon",120,1997,5,"-990","kadey",17,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",48209,-990,36297,-990,-990,-990,-990,25233,0.695181429386139,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"55",1,20,"Africa","Cameroon",120,1997,5,"-990","kadey",17,-990,"union nationale pour la démocratie et le progrès",17,"-990",48209,-990,36297,-990,-990,-990,-990,8119,0.223682403564453,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"56",1,20,"Africa","Cameroon",120,1997,5,"-990","kadey",17,-990,"others",4000,"-990",48209,-990,36297,-990,-990,-990,-990,2943,0.0810810774564743,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"57",1,20,"Africa","Cameroon",120,1997,5,"-990","koung-khi (2 circonscriptions)",18,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",24663,-990,19032,-990,-990,-990,-990,6895,0.362284570932388,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"58",1,20,"Africa","Cameroon",120,1997,5,"-990","koung-khi (2 circonscriptions)",18,-990,"Front Social-Démocratique",11,"-990",24663,-990,19032,-990,-990,-990,-990,9967,0.523696959018707,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"59",1,20,"Africa","Cameroon",120,1997,5,"-990","koung-khi (2 circonscriptions)",18,-990,"others",4000,"-990",24663,-990,19032,-990,-990,-990,-990,2169,0.113965950906277,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"60",1,20,"Africa","Cameroon",120,1997,5,"-990","koupe-manengouba",19,-990,"Front Social-Démocratique",11,"-990",27574,-990,25018,-990,-990,-990,-990,3732,0.149172589182854,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"61",1,20,"Africa","Cameroon",120,1997,5,"-990","koupe-manengouba",19,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",27574,-990,25018,-990,-990,-990,-990,15436,0.616995751857758,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"62",1,20,"Africa","Cameroon",120,1997,5,"-990","koupe-manengouba",19,-990,"union nationale pour la démocratie et le progrès",17,"-990",27574,-990,25018,-990,-990,-990,-990,3512,0.140378922224045,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"63",1,20,"Africa","Cameroon",120,1997,5,"-990","koupe-manengouba",19,-990,"others",4000,"-990",27574,-990,25018,-990,-990,-990,-990,2336,0.0933727696537971,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"64",1,20,"Africa","Cameroon",120,1997,5,"-990","lebialem",20,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",45899,-990,27949,-990,-990,-990,-990,12744,0.455973386764526,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"65",1,20,"Africa","Cameroon",120,1997,5,"-990","lebialem",20,-990,"Front Social-Démocratique",11,"-990",45899,-990,27949,-990,-990,-990,-990,12800,0.457977026700974,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"66",1,20,"Africa","Cameroon",120,1997,5,"-990","lebialem",20,-990,"others",4000,"-990",45899,-990,27949,-990,-990,-990,-990,125,0.00447243172675371,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"67",1,20,"Africa","Cameroon",120,1997,5,"-990","lebialem",20,-990,"union nationale pour la démocratie et le progrès",17,"-990",45899,-990,27949,-990,-990,-990,-990,2277,0.0814698189496994,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"68",1,20,"Africa","Cameroon",120,1997,5,"-990","lekié",21,-990,"union nationale pour la démocratie et le progrès",17,"-990",101844,-990,85839,-990,-990,-990,-990,8043,0.0936986654996872,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"69",1,20,"Africa","Cameroon",120,1997,5,"-990","lekié",21,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",101844,-990,85839,-990,-990,-990,-990,69495,0.809597015380859,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"70",1,20,"Africa","Cameroon",120,1997,5,"-990","lekié",21,-990,"others",4000,"-990",101844,-990,85839,-990,-990,-990,-990,8300,0.0966926440596581,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"71",1,20,"Africa","Cameroon",120,1997,5,"-990","logone-et-chari",22,-990,"union nationale pour la démocratie et le progrès",17,"-990",128008,-990,99980,-990,-990,-990,-990,27404,0.274094820022583,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"72",1,20,"Africa","Cameroon",120,1997,5,"-990","logone-et-chari",22,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",128008,-990,99980,-990,-990,-990,-990,69236,0.692498505115509,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"73",1,20,"Africa","Cameroon",120,1997,5,"-990","logone-et-chari",22,-990,"others",4000,"-990",128008,-990,99980,-990,-990,-990,-990,3339,0.0333966799080372,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"74",1,20,"Africa","Cameroon",120,1997,5,"-990","lom-et-djerem",23,-990,"Front Social-Démocratique",11,"-990",61578,-990,45972,-990,-990,-990,-990,4790,0.104193858802319,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"75",1,20,"Africa","Cameroon",120,1997,5,"-990","lom-et-djerem",23,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",61578,-990,45972,-990,-990,-990,-990,27711,0.602779924869537,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"76",1,20,"Africa","Cameroon",120,1997,5,"-990","lom-et-djerem",23,-990,"others",4000,"-990",61578,-990,45972,-990,-990,-990,-990,3158,0.0686939880251884,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"77",1,20,"Africa","Cameroon",120,1997,5,"-990","lom-et-djerem",23,-990,"union nationale pour la démocratie et le progrès",17,"-990",61578,-990,45972,-990,-990,-990,-990,10311,0.224288702011108,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"78",1,20,"Africa","Cameroon",120,1997,5,"-990","manyu",24,-990,"union nationale pour la démocratie et le progrès",17,"-990",41802,-990,35505,-990,-990,-990,-990,6312,0.177777782082558,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"79",1,20,"Africa","Cameroon",120,1997,5,"-990","manyu",24,-990,"others",4000,"-990",41802,-990,35505,-990,-990,-990,-990,1182,0.0332910865545273,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"80",1,20,"Africa","Cameroon",120,1997,5,"-990","manyu",24,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",41802,-990,35505,-990,-990,-990,-990,18491,0.520799875259399,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"81",1,20,"Africa","Cameroon",120,1997,5,"-990","manyu",24,-990,"Front Social-Démocratique",11,"-990",41802,-990,35505,-990,-990,-990,-990,9518,0.268074929714203,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"82",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-banyo",25,-990,"union nationale pour la démocratie et le progrès",17,"-990",34243,-990,23263,-990,-990,-990,-990,7281,0.3129862844944,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"83",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-banyo",25,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",34243,-990,23263,-990,-990,-990,-990,11833,0.508661806583405,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"84",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-banyo",25,-990,"others",4000,"-990",34243,-990,23263,-990,-990,-990,-990,4147,0.178265914320946,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"85",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-danay (3 circonscriptions)",26,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",133938,-990,105406,-990,-990,-990,-990,52523,0.498292326927185,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"86",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-danay (3 circonscriptions)",26,-990,"others",4000,"-990",133938,-990,105406,-990,-990,-990,-990,15979,0.151594787836075,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"87",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-danay (3 circonscriptions)",26,-990,"mouvement démocratique pour la défense de la république",4,"-990",133938,-990,105406,-990,-990,-990,-990,8348,0.0791985243558884,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"88",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-danay (3 circonscriptions)",26,-990,"union nationale pour la démocratie et le progrès",17,"-990",133938,-990,105406,-990,-990,-990,-990,28554,0.270895391702652,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"89",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-kani (2 circonscriptions)",27,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",74557,-990,60283,-990,-990,-990,-990,16306,0.270490854978561,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"90",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-kani (2 circonscriptions)",27,-990,"others",4000,"-990",74557,-990,60283,-990,-990,-990,-990,18723,0.310585081577301,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"91",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-kani (2 circonscriptions)",27,-990,"union nationale pour la démocratie et le progrès",17,"-990",74557,-990,60283,-990,-990,-990,-990,11013,0.182688325643539,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"92",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-kani (2 circonscriptions)",27,-990,"mouvement démocratique pour la défense de la république",4,"-990",74557,-990,60283,-990,-990,-990,-990,14238,0.236185982823372,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"93",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-louti (2 circonscriptions)",28,-990,"union nationale pour la démocratie et le progrès",17,"-990",87586,-990,73697,-990,-990,-990,-990,26575,0.360598117113113,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"94",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-louti (2 circonscriptions)",28,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",87586,-990,73697,-990,-990,-990,-990,34180,0.46379092335701,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"95",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-louti (2 circonscriptions)",28,-990,"mouvement démocratique pour la défense de la république",4,"-990",87586,-990,73697,-990,-990,-990,-990,4384,0.0594868175685406,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"96",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-louti (2 circonscriptions)",28,-990,"others",4000,"-990",87586,-990,73697,-990,-990,-990,-990,8556,0.116096988320351,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"97",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-rey",29,-990,"others",4000,"-990",51019,-990,44229,-990,-990,-990,-990,1048,0.0236948616802692,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"98",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-rey",29,-990,"union nationale pour la démocratie et le progrès",17,"-990",51019,-990,44229,-990,-990,-990,-990,4467,0.10099708288908,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"99",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-rey",29,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",51019,-990,44229,-990,-990,-990,-990,38713,0.875285446643829,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"100",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-sava",30,-990,"others",4000,"-990",93583,-990,70265,-990,-990,-990,-990,5536,0.0787874460220337,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"101",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-sava",30,-990,"union nationale pour la démocratie et le progrès",17,"-990",93583,-990,70265,-990,-990,-990,-990,16947,0.241186931729317,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"102",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-sava",30,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",93583,-990,70265,-990,-990,-990,-990,47780,0.679997146129608,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"103",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-tsanaga",31,-990,"others",4000,"-990",150484,-990,103430,-990,-990,-990,-990,15400,0.148892968893051,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"104",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-tsanaga",31,-990,"union nationale pour la démocratie et le progrès",17,"-990",150484,-990,103430,-990,-990,-990,-990,33987,0.328599065542221,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"105",1,20,"Africa","Cameroon",120,1997,5,"-990","mayo-tsanaga",31,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",150484,-990,103430,-990,-990,-990,-990,54042,0.522498309612274,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"106",1,20,"Africa","Cameroon",120,1997,5,"-990","mbam-et-inoubou",32,-990,"union des populations du cameroun - ndeh ntumazah",16,"-990",54749,-990,43981,-990,-990,-990,-990,3166,0.0719856321811676,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"107",1,20,"Africa","Cameroon",120,1997,5,"-990","mbam-et-inoubou",32,-990,"union nationale pour la démocratie et le progrès",17,"-990",54749,-990,43981,-990,-990,-990,-990,2788,0.0633910074830055,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"108",1,20,"Africa","Cameroon",120,1997,5,"-990","mbam-et-inoubou",32,-990,"others",4000,"-990",54749,-990,43981,-990,-990,-990,-990,4899,0.111389011144638,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
"109",1,20,"Africa","Cameroon",120,1997,5,"-990","mbam-et-inoubou",32,-990,"rassemblement démocratique  du peuple camerounais",10,"-990",54749,-990,43981,-990,-990,-990,-990,24800,0.56387984752655,-990,-990,-990,-990,-990,-990,-990,-990,-990,-990
